2019-11-10 02:01:28,024	INFO	main1	<module>	Line:11	app started
2019-11-10 02:01:28,032	WARNING	_internal	_log	Line:122	 * Debugger is active!
2019-11-10 02:01:28,082	INFO	_internal	_log	Line:122	 * Debugger PIN: 185-856-785
2019-11-10 02:01:28,121	INFO	_internal	_log	Line:122	 * Running on http://192.168.2.210:9100/ (Press CTRL+C to quit)
2019-11-10 02:01:49,752	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:01:49] "GET /ProblemSet/addscore/fa8624a7-de2a-4507-ba23-85a36f820eda/136/0/1/11fef428997731aef94c657d9356a29e HTTP/1.1" 200 -
2019-11-10 02:01:49,777	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:01:49] "GET /ProblemSet/answer/fa8624a7-de2a-4507-ba23-85a36f820eda/3 HTTP/1.1" 200 -
2019-11-10 02:01:49,810	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:01:49] "GET /ProblemSet/wrongproblem/fa8624a7-de2a-4507-ba23-85a36f820eda/1/4 HTTP/1.1" 200 -
2019-11-10 02:02:21,713	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:02:21] "GET /ProblemSet/answer/fa8624a7-de2a-4507-ba23-85a36f820eda/5 HTTP/1.1" 200 -
2019-11-10 02:02:21,716	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:02:21] "GET /ProblemSet/addscore/fa8624a7-de2a-4507-ba23-85a36f820eda/136/0/1/11fef428997731aef94c657d9356a29e HTTP/1.1" 200 -
2019-11-10 02:02:21,736	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:02:21] "GET /ProblemSet/wrongproblem/fa8624a7-de2a-4507-ba23-85a36f820eda/1/5 HTTP/1.1" 200 -
2019-11-10 02:02:53,787	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:02:53] "GET /ProblemSet/finishedtime/fa8624a7-de2a-4507-ba23-85a36f820eda/136 HTTP/1.1" 200 -
2019-11-10 02:02:53,793	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:02:53] "GET /ProblemSet/addscore/fa8624a7-de2a-4507-ba23-85a36f820eda/136/0/1/11fef428997731aef94c657d9356a29e HTTP/1.1" 200 -
2019-11-10 02:02:53,826	INFO	_internal	_log	Line:122	192.168.2.210 - - [10/Nov/2019 02:02:53] "GET /ProblemSet/wrongproblem/fa8624a7-de2a-4507-ba23-85a36f820eda/1/5 HTTP/1.1" 200 -
2019-11-10 02:03:04,473	INFO	_internal	_log	Line:122	 * Detected change in 'C:\\development\\examsystem\\services\\daos\\problemsetDAO.py', reloading
